entity	label	definition	synonyms
DOID_801	hemarthrosis		Haemarthrosis of shoulder joint; Haemarthrosis of the ankle and foot; Haemarthrosis of the pelvic region and thigh; Hemarthrosis involving ankle and foot; Hemarthrosis involving forearm; Hemarthrosis involving hand; Hemarthrosis involving lower leg; Hemarthrosis involving pelvic region and thigh; Hemarthrosis involving shoulder region; Hemarthrosis involving upper arm; Hemarthrosis of ankle and/or foot; Hemarthrosis of forearm; Hemarthrosis of hand; Hemarthrosis of lower leg; Hemarthrosis of shoulder; Hemarthrosis of shoulder region; Hemarthrosis of the ankle and foot; Hemarthrosis of the ankle and/or foot; Hemarthrosis of the forearm; Hemarthrosis of the hand; Hemarthrosis of the lower leg; Hemarthrosis of the pelvic region and thigh; Hemarthrosis of the shoulder region; Hemarthrosis of the upper arm; Hemarthrosis of upper arm
DOID_8012	benign pericardial teratoma		Mature teratoma of Pericardium
DOID_8013	penis papillary carcinoma	A papillary carcinoma that is located_in the penis.	squamous carcinoma of penis, Papillary type
DOID_8020	glomangiomyoma		
DOID_8022	liver fibrosarcoma	A fibrosarcoma of soft tissue and sarcoma of liver that is located_in the liver.	
DOID_8023	myxoid liposarcoma of the ovary	A myxoid liposarcoma that is located_in the ovary.	Myxoid Liposarcoma of Ovary
DOID_8025	gastric signet ring cell adenocarcinoma		Signet Ring cell adenocarcinoma of the stomach
DOID_8029	sporadic breast cancer	A breast carcinoma that occurs in people who do not have a family history of that cancer or an inherited change in their DNA that would increase their risk for that cancer.	
DOID_8030	periocular meningioma		
DOID_8031	pineal region meningioma		Pineal meningioma
DOID_8036	childhood ovarian embryonal carcinoma	An ovarian embryonal carcinoma that occurs in childhood.	pediatric Embryonal carcinoma of Ovary; childhood embryonal carcinoma of the ovary
DOID_8042	testis polyembryoma		Polyembryoma of testis
DOID_8043	chest wall parachordoma	A parachordoma arising from the chest wall.	Parachordoma of the Chest Wall
DOID_8050	bladder tubulo-cystic clear cell adenocarcinoma		
DOID_8051	bladder papillary clear cell adenocarcinoma		
DOID_8057	olfactory groove meningioma		meningioma of the Olfactory Groove
DOID_8058	pituitary stalk meningioma		meningioma of the Pituitary Stalk
DOID_8060	frontal sinus inverted papilloma		Inverted papilloma of the Frontal sinus
DOID_8068	intraductal breast myoepitheliosis	A breast myoepitheliosis that is characterized by multifocal, often microscopic proliferation of myoepithelial cells in small ducts.	
DOID_807	carotid artery occlusion		Occlusion and stenosis of carotid artery
DOID_8072	sarcomatous intrahepatic cholangiocarcinoma		
DOID_8078	childhood central nervous system germinoma		
DOID_8081	myxomatous pattern testicular yolk sac tumor		
DOID_8082	cellular congenital mesoblastic nephroma		
DOID_8083	classic congenital mesoblastic nephroma		
DOID_809	cocaine abuse	A substance abuse that involves the recurring use of cocaine despite negative consequences.	
DOID_8093	maxillary sinus Schneiderian papilloma		Schneiderian papilloma of the maxillary sinus
DOID_8096	bladder mixed adenocarcinoma		
DOID_8097	bladder hepatoid adenocarcinoma		
DOID_8102	fetal adenoma		Microfollicular adenoma
DOID_8104	vaginal tubulovillous adenoma	A vaginal adenoma that is a polyp that resembles colorectal tubulovillous adenoma.	vaginal tubular adenoma
DOID_8105	extrahepatic bile duct cystadenoma	A bile duct cystadenoma located_in an extrahepatic bile duct.	Cystadenoma of the extrahepatic bile duct
DOID_8106	cellular phase chronic idiopathic myelofibrosis		
DOID_8108	fibroepithelial polyp of urethra		urethral Fibroepithelial polyp
DOID_8109	nephrogenic adenoma of the urethra		Nephrogenic adenoma of urethra
DOID_811	lipodystrophy	A connective tissue disease that is characterized by marked reduction, absence, and/or the redistribution of adipose tissue.	
DOID_8110	periampullary adenocarcinoma		
DOID_8117	neuronitis	A central nervous system disease that is characterized by neuron inflammation.	
DOID_8118	mature gastric teratoma	A mature teratoma that has_material_basis_in gastric tissue.	Mature teratoma of stomach
DOID_8119	anal canal Paget's disease		Paget's disease of the anal canal; anal canal Paget disease; Paget's disease of anal canal
DOID_8122	pseudovascular skin squamous cell carcinoma		
DOID_8125	osteochondrosis	An ischemic bone disease that results_in necrosis followed by regrowth in children and teens located_in bone.	Epiphyseal necrosis; apophysitis; epiphysitis; osteochondritis; osteochondritis juvenilis
DOID_813	septic arthritis	An arthritis that involves infection by a pathogen located_in joint.	infectious arthritis
DOID_8130	breast columnar cell mucinous carcinoma	A breast mucinous carcinoma that is characterized by tall columnar cells with basal, bland nuclei, intracytoplasmic and extracytoplasmic mucin and is grossly solid.	Columnar Cell Change of the Breast; blunt duct adenosis of breast
DOID_8133	epiglottis cancer		epiglottic cancer; malignant tumor of Epiglottis
DOID_8135	gallbladder lymphoma		Lymphoma of the gallbladder
DOID_8137	thymus clear cell carcinoma		Clear cell carcinoma of the Thymus
DOID_8138	thymus sarcomatoid carcinoma		Thymic Carcinosarcoma
DOID_8140	adrenal gland ganglioneuroblastoma		
DOID_8144	pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma		CLL/SLL with Unmutated IGVH
DOID_8149	malignant childhood germ cell neoplasm		malignant pediatric germ cell tumor
DOID_8150	pancreatic invasive intraductal papillary-mucinous carcinoma		
DOID_8151	appendiceal L-cell glucagon-like peptide producing tumor		appendiceal L-cell glucagon-like peptide producing tumour; malignant appendiceal L-cell glucagon-like peptide producing tumor; malignant appendiceal L-cell glucagon-like peptide producing tumour; malignant appendiceal glucagonoma
DOID_8153	fibroosseous pseudotumor of digits		Fibroosseous Digital Pseudotumor
DOID_8158	complement component 5 deficiency	A complement deficiency that is characterized by susceptibility to recurrent bacterial infections especially to infections of enveloped organisms, and has_material_basis_in mutation in the complement component 5 (C5) gene on chromosome 9q33.2 that encodes the fifth component of complenent, a part of the innate immune system.	C5 deficiency
DOID_8161	oncocytic carcinoma of the thyroid	A thyroid gland follicular carcinoma that is characterized by the presence of large cells with eosinophilic granular cytoplasm and pleomorphic nuclei with prominent, eosinophilic nucleoli.	Oncocytic (Hurthle-cell) carcinoma; Thyroid Gland Oncocytic Carcinoma; thyroid gland Hurthle cell carcinoma
DOID_8162	thyroid Hurthle cell adenoma		benign oncocytoma of the thyroid
DOID_8167	gallbladder melanoma		malignant melanoma of gallbladder
DOID_817	interstitial myocarditis		
DOID_8170	fibroepithelial polyp of the anus		Fibroepithelial polyp of anus
DOID_8177	endocervical type cervical adenomyoma	A cervical adenomyoma that is located_in the endocervix and is characterized by a well circumscribed neoplasm composed of irregularly shaped, benign endocervical-type glands, admixed with myomatous smooth muscle.	
DOID_8178	endometrial type cervical adenomyoma	A cervical adenomyoma that is characterized by glands and cysts lined by a single layer of endocervical-type mucinous epithelium admixed with smooth muscle.	
DOID_8179	cervical atypical polypoid adenomyoma	A cervical adenomyoma that is tumor of endometrium, lower uterine segment and endocervix and is characterized by atypical complex glands with squamous metaplasia mixed with myofibromatous stroma.	
DOID_8186	fallopian tube gestational choriocarcinoma	A gestational choriocarcinoma that is located_in the fallopian tube.	Gestational Choriocarcinoma of the fallopian tube
DOID_8187	gestational uterine corpus choriocarcinoma	A gestational choriocarcinoma that is located_in the uterine corpus.	
DOID_8188	uterine corpus choriocarcinoma	A choriocarcinoma that is located_in the uterine corpus.	
DOID_819	mediastinitis	A connective tissue disease characterized by inflammation located_in the mediastinum, which extends from the diaphragm to the thoracic inlet and between the pleural cavities.	
DOID_8193	papillary pattern testicular yolk sac tumor		
DOID_8195	hepatoid pattern testicular yolk sac tumor		
DOID_82	myotonic cataract	A cataract that is characterized by multicolored, iridescent opacification of the lens of the eye, and associated with myotonic dystrophy.	
DOID_820	myocarditis	An extrinsic cardiomyopathy that is characterized as an inflammation of the heart muscle.	Myocardial inflammation
DOID_8200	tertiary syphilis	A syphilis that is characterized as the third stage of syphilis that develops after the disappearance of the secondary symptoms and is marked by ulcers and gummas under the skin and commonly by involvement of the skeletal, cardiovascular, and nervous systems.	late syphilis
DOID_8203	sacral spinal canal and spinal cord meningioma		meningioma of the Sacral Spinal canal and Spinal Cord
DOID_8207	hilar lung carcinoma		
DOID_8208	lung superior sulcus carcinoma		Superior Sulcus carcinoma of the lung; superior sulcus carcinoma of lung
DOID_8211	fallopian tube cystadenofibroma	A fallopian tube adenofibroma that is characterized by the presence of cysts and/or cystic spaces.	
DOID_8216	parapharyngeal meningioma		Primary Parapharyngeal Meningioma
DOID_8221	upper clivus meningioma		meningioma of the Upper Clivus
DOID_8223	penile urethral cancer	A male urethral cancer that derives_from the penile urethra.	
DOID_8224	central breast papilloma	A breast duct papilloma that is located_in a major duct.	large duct breast papilloma; solitary intraductal breast papilloma
DOID_8225	microscopic breast papilloma		
DOID_8227	atypical breast papilloma	A breast duct papilloma that is characterized by the presence of cells that are abnormal but are not yet malignant.	
DOID_823	periapical periodontitis		Apical periodontitis
DOID_8230	intrahepatic biliary papillomatosis	A biliary papillomatosis located_in an intrahepatic bile duct.	
DOID_8233	inflammatory liposarcoma		
DOID_8239	lower clivus meningioma		meningioma of the lower Clivus
DOID_824	periodontitis	A periodontal disease characterized by progressive destruction of the tooth-supporting apparatus including clinical attachment loss, alveolar bone loss, periodontal pocketing, and gingival bleeding, that is associated with inflammation and dysbiotic plaque biofilms.	chronic pericementitis
DOID_8243	meningeal melanomatosis	A central nervous system melanocytic neoplasm that is characterized as an extra-axial well-encapsulated malignant tumour with diffuse meningeal growth and dark coloration (due to high melanin contents).	Leptomeningeal melanomatosis
DOID_8251	adult pleomorphic rhabdomyosarcoma		
DOID_8252	chronic rhinitis	A rhinitis which is persistent and long-lasting. It may occur with diseases such as syphilis, tuberculosis, rhinoscleroma, rhinosporidiosis, leishmaniasis, blastomycosis, histoplasmosis, and leprosy, all of which are characterized by the formation of inflamed lesions (granulomas) and the destruction of soft tissue, cartilage, and bone. Chronic rhinitis causes nasal obstruction, pus-filled discharge from the nose, and frequent bleeding.	Rhinitis - chronic
DOID_8255	vulva fibroepithelial polyp		Vulval Fibroepithelial polyp
DOID_8256	olfactory neural tumor		
DOID_8259	bulbomembranous urethral cancer	A male urethral cancer that derives_from the bulbomembranous part of the urethra.	
DOID_827	ureter tuberculosis	An urogenital tuberculosis that is located_in ureter resulting in ureteral strictures.	tuberculosis of ureter
DOID_8272	anterior urethra cancer	A female urethral cancer located_in the anterior urethra.	Anterior urethral malignant tumor
DOID_8274	synovial angioma		hemangioma of Synovium
DOID_8275	intratubular embryonal carcinoma	An embryonal testis carcinoma that is located within a tubule.	
DOID_8282	adult epithelioid sarcoma		
DOID_8283	peritonitis	A gastrointestinal system disease that involves inflammation of the peritoneum resulting from perforation of the gastrointestinal tract, which produces immediate chemical inflammation followed shortly by infection from intestinal organisms. Peritonitis can also result from appendicitis, diverticulitis, strangulating intestinal obstruction, pancreatitis, pelvic inflammatory disease, mesenteric ischemia, intraperitoneal blood, barium, or peritoneo-systemic shunts, drains, and dialysis catheters in the peritoneal cavity. The symptoms include abdominal pain and tenderness, fever, fluid in the abdomen, nausea, vomiting and low urine output.	Retractile mesenteritis; acute generalized peritonitis; primary bacterial peritonitis; sclerosing mesenteritis
